pos_x,pos_y,rotation,side,designator,mpn,pack,value,mount_type,place
129.8143,-81.1293,180.0,bottom,R1,,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,10k,smt,True
151.9759,-85.9679,0.0,bottom,R10,,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,1M,smt,True
156.6439,-83.6657,0.0,bottom,R11,,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,1M,smt,True
151.982,-94.6412,0.0,bottom,R12,,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,1M,smt,True
156.6744,-92.1877,0.0,bottom,R13,,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,1M,smt,True
151.8361,-78.257,0.0,bottom,R14,,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,1M,smt,True
156.6284,-74.5886,0.0,bottom,R15,,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,1M,smt,True
144.9956,-101.059,-90.0,bottom,R2,,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,4.7k,smt,True
183.339349,-79.240905,-90.0,top,R20,,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,1M,smt,True
164.8778,-76.6569,-90.0,bottom,R22,,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,22k,smt,True
135.973,-90.6987,-90.0,bottom,R3,,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,10k,smt,True
132.0964,-111.4623,-90.0,bottom,R4,,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,10k,smt,True
144.703,-85.6468,90.0,bottom,R5,,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,10k,smt,True
163.2652,-72.4795,180.0,top,R6,,R_Axial_DIN0207_L6.3mm_D2.5mm_P2.54mm_Vertical,17k,tht,True
139.1161,-58.2607,0.0,top,R7,,R_Axial_DIN0207_L6.3mm_D2.5mm_P2.54mm_Vertical,120,tht,True
156.6906,-100.9384,0.0,bottom,R8,,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,1M,smt,True
151.9856,-103.2909,0.0,bottom,R9,,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,1M,smt,True
135.3853,-113.7525,180.0,top,Reset1,,TS0266160BK260LCRD,TS02-66-160-BK-260-LCR-D,tht,True
140.9295,-81.7618,0.0,top,U2,,DIP-28_W7.62mm,ATmega328P-P,tht,True
146.8051,-70.207,180.0,bottom,U3,,SOIC-18W_7.5x11.6mm_P1.27mm,MCP2515-xSO,smt,True
169.2411,-71.1552,180.0,bottom,U4,,SOIC-8_3.9x4.9mm_P1.27mm,MCP2551-I-SN,smt,True
134.9995,-70.018,180.0,top,U5,,3568,3568,tht,True
153.1785,-121.354,0.0,top,Y1,,Crystal_HC49-U_Vertical,16MHz,tht,True
153.2034,-112.0996,0.0,top,Y2,,Crystal_HC49-U_Vertical,16MHz,tht,True
